,ModelName,ModelGroup,Lifetime,Phase,_LoadingMode,StrainAmplitude,StrainMean,StressAmplitude,StressMean,FIPmax,FIPmaxLocal,FIPcrit,m_FIP,IsExperimentalData
5.1,DisTest_Seed36003_Strain0p9_NumberOfCells85,ALL,831.5773189893014,Ferrite,0.0,0.009,0.0,964.442,-1.1509999999999536,0.05105880233976576,0.1771572232246399,2.5212397882003104,1.7241379310344,0
5.2,DisTest_Seed36003_Strain0p9_NumberOfCells85,ALL,899.0995905291695,Martensite,0.0,0.009,0.0,964.442,-1.1509999999999536,0.03619551115802356,0.11573129892349243,1.8700931486857668,1.72413793,0
6,DisTest_Seed256091_Strain0p9_NumberOfCells85,ALL,1717.9907976509935,wholeMod,0.0,0.009,0.0,966.3820000000001,-1.1929999999999836,0.029261921802836082,0.16495318710803986,1.8700931486857668,1.72413793,0
6.1,DisTest_Seed256091_Strain0p9_NumberOfCells85,ALL,1717.9907976509935,Martensite,0.0,0.009,0.0,966.3820000000001,-1.1929999999999836,0.024862864020246046,0.16495318710803986,1.8700931486857668,1.72413793,0
6.2,DisTest_Seed256091_Strain0p9_NumberOfCells85,ALL,2171.4189940058577,Ferrite,0.0,0.009,0.0,966.3820000000001,-1.1929999999999836,0.029261921802836082,0.16456641256809235,2.5212397882003104,1.7241379310344,0
7,DisTest_Seed256091_Strain0p9_NumberOfCells6,ALL,1034.6491782956589,wholeMod,0.0,0.009,0.0,918.8495,-1.0164999999999509,0.04498152179786792,0.22232331335544586,2.5212397882003104,1.7241379310344,0
7.1,DisTest_Seed256091_Strain0p9_NumberOfCells6,ALL,2046.0546661184067,Martensite,0.0,0.009,0.0,918.8495,-1.0164999999999509,0.022466283912460007,0.16307848691940308,1.8700931486857668,1.72413793,0
7.2,DisTest_Seed256091_Strain0p9_NumberOfCells6,ALL,1034.6491782956589,Ferrite,0.0,0.009,0.0,918.8495,-1.0164999999999509,0.04498152179786792,0.22232331335544586,2.5212397882003104,1.7241379310344,0
8,DisTest_Seed61442_Strain0p6_NumberOfCells6,ALL,2273.2907332243726,wholeMod,0.0,0.006,0.0,751.1845,-0.25950000000000273,0.02849405530307974,0.11170411854982376,2.5212397882003104,1.7241379310344,0
8.1,DisTest_Seed61442_Strain0p6_NumberOfCells6,ALL,4063.9760222883174,Martensite,0.0,0.006,0.0,751.1845,-0.25950000000000273,0.015089386352337898,0.05865458399057388,1.8700931486857668,1.72413793,0
8.2,DisTest_Seed61442_Strain0p6_NumberOfCells6,ALL,2273.2907332243726,Ferrite,0.0,0.006,0.0,751.1845,-0.25950000000000273,0.02849405530307974,0.11170411854982376,2.5212397882003104,1.7241379310344,0
9,DisTest_Seed36003_Strain0p3_NumberOfCells46,ALL,39376.63888782096,wholeMod,0.0,0.003,0.0,534.0305000000001,-0.0404999999999518,0.005449739450245703,0.020901978015899658,2.5212397882003104,1.7241379310344,0
9.1,DisTest_Seed36003_Strain0p3_NumberOfCells46,ALL,53047.730467815854,Martensite,0.0,0.003,0.0,534.0305000000001,-0.0404999999999518,0.003400607346256654,0.012675541453063488,1.8700931486857668,1.72413793,0
9.2,DisTest_Seed36003_Strain0p3_NumberOfCells46,ALL,39376.63888782096,Ferrite,0.0,0.003,0.0,534.0305000000001,-0.0404999999999518,0.005449739450245703,0.020901978015899658,2.5212397882003104,1.7241379310344,0
10,DisTest_Seed61442_Strain0p9_NumberOfCells688,ALL,2382.0655620393045,wholeMod,0.0,0.009,0.0,1008.7950000000001,-1.2749999999999773,0.02650835574604571,0.11505739390850067,1.8700931486857668,1.72413793,0
10.1,DisTest_Seed61442_Strain0p9_NumberOfCells688,ALL,2382.0655620393045,Martensite,0.0,0.009,0.0,1008.7950000000001,-1.2749999999999773,0.02056980079591826,0.11505739390850067,1.8700931486857668,1.72413793,0
10.2,DisTest_Seed61442_Strain0p9_NumberOfCells688,ALL,2574.801346001514,Ferrite,0.0,0.009,0.0,1008.7950000000001,-1.2749999999999773,0.02650835574604571,0.10242514312267303,2.5212397882003104,1.7241379310344,0
11,DisTest_Seed36003_Strain0p9_NumberOfCells214,ALL,614.4690746641917,wholeMod,0.0,0.009,0.0,991.963,-1.2440000000000282,0.06085330001743776,0.16523247957229614,2.5212397882003104,1.7241379310344,0
11.1,DisTest_Seed36003_Strain0p9_NumberOfCells214,ALL,2335.25175728774,Martensite,0.0,0.009,0.0,991.963,-1.2440000000000282,0.02080796877979427,0.16523247957229614,1.8700931486857668,1.72413793,0
11.2,DisTest_Seed36003_Strain0p9_NumberOfCells214,ALL,614.4690746641917,Ferrite,0.0,0.009,0.0,991.963,-1.2440000000000282,0.06085330001743776,0.15407733619213104,2.5212397882003104,1.7241379310344,0
12,DisTest_Seed783331_Strain0p9_NumberOfCells46,ALL,1429.602494205084,wholeMod,0.0,0.009,0.0,956.948,-1.1820000000000164,0.03728973352023073,0.18054009974002838,2.5212397882003104,1.7241379310344,0
12.1,DisTest_Seed783331_Strain0p9_NumberOfCells46,ALL,4025.27761704405,Martensite,0.0,0.009,0.0,956.948,-1.1820000000000164,0.015173356146796753,0.11226849257946014,1.8700931486857668,1.72413793,0
12.2,DisTest_Seed783331_Strain0p9_NumberOfCells46,ALL,1429.602494205084,Ferrite,0.0,0.009,0.0,956.948,-1.1820000000000164,0.03728973352023073,0.18054009974002838,2.5212397882003104,1.7241379310344,0
13,DisTest_Seed256091_Strain0p3_NumberOfCells46,ALL,27512.142428595427,wholeMod,0.0,0.003,0.0,534.9565,-0.03350000000000364,0.005275372982673023,0.016485998407006264,1.8700931486857668,1.72413793,0
13.1,DisTest_Seed256091_Strain0p3_NumberOfCells46,ALL,27512.142428595427,Martensite,0.0,0.003,0.0,534.9565,-0.03350000000000364,0.004976672695620971,0.009848270565271378,1.8700931486857668,1.72413793,0
13.2,DisTest_Seed256091_Strain0p3_NumberOfCells46,ALL,41647.40046652053,Ferrite,0.0,0.003,0.0,534.9565,-0.03350000000000364,0.005275372982673023,0.016485998407006264,2.5212397882003104,1.7241379310344,0
14,DisTest_Seed256091_Strain0p6_NumberOfCells85,ALL,5619.502515330096,wholeMod,0.0,0.006,0.0,787.482,-0.29100000000005366,0.013528333751089645,0.07324627786874771,1.8700931486857668,1.72413793,0
14.1,DisTest_Seed256091_Strain0p6_NumberOfCells85,ALL,5619.502515330096,Martensite,0.0,0.006,0.0,787.482,-0.29100000000005366,0.012503697930110826,0.04910794645547867,1.8700931486857668,1.72413793,0
14.2,DisTest_Seed256091_Strain0p6_NumberOfCells85,ALL,8211.656309817261,Ferrite,0.0,0.006,0.0,787.482,-0.29100000000005366,0.013528333751089645,0.07324627786874771,2.5212397882003104,1.7241379310344,0
15,DisTest_Seed71034_Strain0p3_NumberOfCells46,ALL,26998.66514945889,wholeMod,0.0,0.003,0.0,530.8755,-0.03750000000002274,0.005031352065917518,0.01733386144042015,1.8700931486857668,1.72413793,0
15.1,DisTest_Seed71034_Strain0p3_NumberOfCells46,ALL,26998.66514945889,Martensite,0.0,0.003,0.0,530.8755,-0.03750000000002274,0.005031352065917518,0.012673025950789452,1.8700931486857668,1.72413793,0
15.2,DisTest_Seed71034_Strain0p3_NumberOfCells46,ALL,46038.80369795349,Ferrite,0.0,0.003,0.0,530.8755,-0.03750000000002274,0.004977396232480148,0.01733386144042015,2.5212397882003104,1.7241379310344,0
16,DisTest_Seed61442_Strain0p9_NumberOfCells85,ALL,1011.2620474339924,wholeMod,0.0,0.009,0.0,968.7745,-1.1765000000000327,0.04558198157697916,0.14704491198062897,2.5212397882003104,1.7241379310344,0
16.1,DisTest_Seed61442_Strain0p9_NumberOfCells85,ALL,2596.552392665893,Martensite,0.0,0.009,0.0,968.7745,-1.1765000000000327,0.019566490017670267,0.11208715289831161,1.8700931486857668,1.72413793,0
16.2,DisTest_Seed61442_Strain0p9_NumberOfCells85,ALL,1011.2620474339924,Ferrite,0.0,0.009,0.0,968.7745,-1.1765000000000327,0.04558198157697916,0.14704491198062897,2.5212397882003104,1.7241379310344,0
17,DisTest_Seed36003_Strain0p6_NumberOfCells85,ALL,4045.583817854615,wholeMod,0.0,0.006,0.0,786.6565,-0.2724999999999227,0.020396941682187524,0.08080892264842987,2.5212397882003104,1.7241379310344,0
17.1,DisTest_Seed36003_Strain0p6_NumberOfCells85,ALL,4045.583817854615,Ferrite,0.0,0.006,0.0,786.6565,-0.2724999999999227,0.020396941682187524,0.08080892264842987,2.5212397882003104,1.7241379310344,0
17.2,DisTest_Seed36003_Strain0p6_NumberOfCells85,ALL,4275.0975872732,Martensite,0.0,0.006,0.0,786.6565,-0.2724999999999227,0.014652594765450092,0.03578605875372887,1.8700931486857668,1.72413793,0
18,DisTest_Seed36003_Strain0p3_NumberOfCells6,ALL,10709.047433048214,wholeMod,0.0,0.003,0.0,514.777,-0.09799999999995634,0.011597347320852484,0.03582117334008217,2.5212397882003104,1.7241379310344,0
18.1,DisTest_Seed36003_Strain0p3_NumberOfCells6,ALL,89306.85732731175,Martensite,0.0,0.003,0.0,514.777,-0.09799999999995634,0.002513911874432649,0.010856661014258862,1.8700931486857668,1.72413793,0
18.2,DisTest_Seed36003_Strain0p3_NumberOfCells6,ALL,10709.047433048214,Ferrite,0.0,0.003,0.0,514.777,-0.09799999999995634,0.011597347320852484,0.03582117334008217,2.5212397882003104,1.7241379310344,0
19,DisTest_Seed71034_Strain0p9_NumberOfCells85,ALL,911.2070547705649,wholeMod,0.0,0.009,0.0,970.5955,-1.1924999999999955,0.048421278203788554,0.23327481746673584,2.5212397882003104,1.7241379310344,0
19.1,DisTest_Seed71034_Strain0p9_NumberOfCells85,ALL,911.2070547705649,Ferrite,0.0,0.009,0.0,970.5955,-1.1924999999999955,0.048421278203788554,0.23327481746673584,2.5212397882003104,1.7241379310344,0
19.2,DisTest_Seed71034_Strain0p9_NumberOfCells85,ALL,1745.8692613645524,Martensite,0.0,0.009,0.0,970.5955,-1.1924999999999955,0.024631816537139264,0.12985587120056152,1.8700931486857668,1.72413793,0
20,DisTest_Seed61442_Strain0p6_NumberOfCells688,ALL,6433.199917740017,wholeMod,0.0,0.006,0.0,815.027,-0.31399999999996453,0.01156047157322367,0.038571760058403015,1.8700931486857668,1.72413793,0
