,ModelName,ModelGroup,Lifetime,Phase,_LoadingMode,StrainAmplitude,StrainMean,StressAmplitude,StressMean,FIPmax,FIPmaxLocal,FIPcrit,m_FIP,IsExperimentalData
40,DisTest_Seed61442_Strain500_NumberOfCells688,ALL,177475.46963105781,wholeMod,0.0,0.00258828,6.500000000000429e-07,500.0,0.0,0.0016879633142336927,0.00862877257168293,1.8700931486857668,1.72413793,0
40.1,DisTest_Seed61442_Strain500_NumberOfCells688,ALL,177475.46963105781,Martensite,0.0,0.00258828,6.500000000000429e-07,500.0,0.0,0.0016879633142336927,0.00862877257168293,1.8700931486857668,1.72413793,0
40.2,DisTest_Seed61442_Strain500_NumberOfCells688,ALL,124393237.19982977,Ferrite,0.0,0.00258828,6.500000000000429e-07,500.0,0.0,5.08899501659875e-05,0.0031202451791614294,2.5212397882003104,1.7241379310344,0
41,DisTest_Seed71034_Strain900_NumberOfCells85,ALL,1961.3861194851413,wholeMod,0.0,0.0075956800000000005,2.9100000000000653e-05,900.0,0.0,0.03104041761865741,0.16769151389598846,2.5212397882003104,1.7241379310344,0
41.1,DisTest_Seed71034_Strain900_NumberOfCells85,ALL,1961.3861194851413,Ferrite,0.0,0.0075956800000000005,2.9100000000000653e-05,900.0,0.0,0.03104041761865741,0.16769151389598846,2.5212397882003104,1.7241379310344,0
41.2,DisTest_Seed71034_Strain900_NumberOfCells85,ALL,2860.297277331696,Martensite,0.0,0.0075956800000000005,2.9100000000000653e-05,900.0,0.0,0.018498851144884493,0.08682943880558014,1.8700931486857668,1.72413793,0
42,DisTest_Seed61442_Strain900_NumberOfCells6,ALL,599.181027583925,wholeMod,0.0,0.008476345,4.9514999999999976e-05,899.998,0.0,0.06174907854625157,0.23571953177452087,2.5212397882003104,1.7241379310344,0
42.1,DisTest_Seed61442_Strain900_NumberOfCells6,ALL,1700.391710080293,Martensite,0.0,0.008476345,4.9514999999999976e-05,899.998,0.0,0.02501179325545943,0.15670686960220337,1.8700931486857668,1.72413793,0
42.2,DisTest_Seed61442_Strain900_NumberOfCells6,ALL,599.181027583925,Ferrite,0.0,0.008476345,4.9514999999999976e-05,899.998,0.0,0.06174907854625157,0.23571953177452087,2.5212397882003104,1.7241379310344,0
43,DisTest_Seed783331_Strain700_NumberOfCells6,ALL,5487.35730000356,wholeMod,0.0,0.00525745,4.180000000000329e-06,700.0,0.0,0.016852074435779026,0.09748977422714233,1.8700931486857668,1.72413793,0
43.1,DisTest_Seed783331_Strain700_NumberOfCells6,ALL,5487.35730000356,Martensite,0.0,0.00525745,4.180000000000329e-06,700.0,0.0,0.012677469049338941,0.043118808418512344,1.8700931486857668,1.72413793,0
43.2,DisTest_Seed783331_Strain700_NumberOfCells6,ALL,5622.537818300934,Ferrite,0.0,0.00525745,4.180000000000329e-06,700.0,0.0,0.016852074435779026,0.09748977422714233,2.5212397882003104,1.7241379310344,0
44,DisTest_Seed61442_Strain500_NumberOfCells6,ALL,25879.311942846714,wholeMod,0.0,0.002823175,1.3850000000000147e-06,500.0,0.0,0.00695186886670334,0.02416127733886242,2.5212397882003104,1.7241379310344,0
44.1,DisTest_Seed61442_Strain500_NumberOfCells6,ALL,131899.55019008557,Martensite,0.0,0.002823175,1.3850000000000147e-06,500.0,0.0,0.002005035724141635,0.01053717453032732,1.8700931486857668,1.72413793,0
44.2,DisTest_Seed61442_Strain500_NumberOfCells6,ALL,25879.311942846714,Ferrite,0.0,0.002823175,1.3850000000000147e-06,500.0,0.0,0.00695186886670334,0.02416127733886242,2.5212397882003104,1.7241379310344,0
