,ModelName,ModelGroup,Lifetime,Phase,_LoadingMode,StrainAmplitude,StrainMean,StressAmplitude,StressMean,FIPmax,FIPmaxLocal,FIPcrit,m_FIP,IsExperimentalData
111.2,DisTest_Seed36003_Strain0p6_VolumeFraction85,ALL,3741.6685301885177,Ferrite,0.0,0.006,0.0,787.6859999999999,-0.29900000000009186,0.021342056812908575,0.04850439727306366,2.5212397882003104,1.7241379310344,0
112,DisTest_Seed71034_Strain0p6_VolumeFraction95,ALL,4484.087229822173,wholeMod,0.0,0.006,0.0,791.9555,-0.2545000000000073,0.0166994229001903,0.06356898695230484,1.8700931486857668,1.72413793,0
112.1,DisTest_Seed71034_Strain0p6_VolumeFraction95,ALL,4484.087229822173,Martensite,0.0,0.006,0.0,791.9555,-0.2545000000000073,0.014252540621046837,0.06356898695230484,1.8700931486857668,1.72413793,0
112.2,DisTest_Seed71034_Strain0p6_VolumeFraction95,ALL,5711.445221225742,Ferrite,0.0,0.006,0.0,791.9555,-0.2545000000000073,0.0166994229001903,0.051710136234760284,2.5212397882003104,1.7241379310344,0
113,DisTest_Seed54667_Strain0p6_VolumeFraction85,ALL,4924.799297712215,wholeMod,0.0,0.006,0.0,789.435,-0.30100000000004457,0.016080455365196124,0.04794888570904732,1.8700931486857668,1.72413793,0
113.1,DisTest_Seed54667_Strain0p6_VolumeFraction85,ALL,4924.799297712215,Martensite,0.0,0.006,0.0,789.435,-0.30100000000004457,0.01349826303613224,0.03769087418913841,1.8700931486857668,1.72413793,0
113.2,DisTest_Seed54667_Strain0p6_VolumeFraction85,ALL,6095.751544863601,Ferrite,0.0,0.006,0.0,789.435,-0.30100000000004457,0.016080455365196124,0.04794888570904732,2.5212397882003104,1.7241379310344,0
114,DisTest_Seed61442_Strain0p9_VolumeFraction95,ALL,1757.9177296685932,wholeMod,0.0,0.009,0.0,984.562,-1.2649999999999864,0.03307615324206974,0.12334585189819336,2.5212397882003104,1.7241379310344,0
114.1,DisTest_Seed61442_Strain0p9_VolumeFraction95,ALL,1757.9177296685932,Ferrite,0.0,0.009,0.0,984.562,-1.2649999999999864,0.03307615324206974,0.12334585189819336,2.5212397882003104,1.7241379310344,0
114.2,DisTest_Seed61442_Strain0p9_VolumeFraction95,ALL,2440.3975574208093,Martensite,0.0,0.009,0.0,984.562,-1.2649999999999864,0.02028318260837892,0.08119428902864456,1.8700931486857668,1.72413793,0
115,DisTest_Seed22187_Strain0p3_VolumeFraction90,ALL,56605.49837067257,wholeMod,0.0,0.003,0.0,537.135,-0.024999999999977263,0.00343691559318062,0.008698033168911934,1.8700931486857668,1.72413793,0
115.1,DisTest_Seed22187_Strain0p3_VolumeFraction90,ALL,56605.49837067257,Martensite,0.0,0.003,0.0,537.135,-0.024999999999977263,0.003274954260430402,0.008698033168911934,1.8700931486857668,1.72413793,0
115.2,DisTest_Seed22187_Strain0p3_VolumeFraction90,ALL,87181.21282127296,Ferrite,0.0,0.003,0.0,537.135,-0.024999999999977263,0.00343691559318062,0.008158068172633648,2.5212397882003104,1.7241379310344,0
116,DisTest_Seed22187_Strain0p3_VolumeFraction100,ALL,63232.2112993635,wholeMod,0.0,0.003,0.0,540.8715,-0.009500000000002728,0.003071276968278523,0.007430210243910551,1.8700931486857668,1.72413793,0
116.1,DisTest_Seed22187_Strain0p3_VolumeFraction100,ALL,63232.2112993635,Martensite,0.0,0.003,0.0,540.8715,-0.009500000000002728,0.003071276968278523,0.007430210243910551,1.8700931486857668,1.72413793,0
117,DisTest_Seed81296_Strain0p3_VolumeFraction95,ALL,20615.11055587117,wholeMod,0.0,0.003,0.0,538.5999999999999,-0.01700000000005275,0.0058834971860051155,0.009344127960503101,1.8700931486857668,1.72413793,0
117.1,DisTest_Seed81296_Strain0p3_VolumeFraction95,ALL,20615.11055587117,Martensite,0.0,0.003,0.0,538.5999999999999,-0.01700000000005275,0.0058834971860051155,0.0089855482801795,1.8700931486857668,1.72413793,0
117.2,DisTest_Seed81296_Strain0p3_VolumeFraction95,ALL,74582.83240451002,Ferrite,0.0,0.003,0.0,538.5999999999999,-0.01700000000005275,0.003762561490531174,0.009344127960503101,2.5212397882003104,1.7241379310344,0
118,DisTest_Seed22187_Strain0p6_VolumeFraction85,ALL,5520.713393602537,wholeMod,0.0,0.006,0.0,785.4075,-0.29549999999994725,0.01703165829754793,0.04949355497956276,2.5212397882003104,1.7241379310344,0
118.1,DisTest_Seed22187_Strain0p6_VolumeFraction85,ALL,6471.577930491797,Martensite,0.0,0.006,0.0,785.4075,-0.29549999999994725,0.011520659217526963,0.03655191883444786,1.8700931486857668,1.72413793,0
118.2,DisTest_Seed22187_Strain0p6_VolumeFraction85,ALL,5520.713393602537,Ferrite,0.0,0.006,0.0,785.4075,-0.29549999999994725,0.01703165829754793,0.04949355497956276,2.5212397882003104,1.7241379310344,0
119,DisTest_Seed36003_Strain0p3_VolumeFraction95,ALL,35564.26729280977,wholeMod,0.0,0.003,0.0,540.4905,-0.019499999999993634,0.0057813080403810516,0.009727389551699162,2.5212397882003104,1.7241379310344,0
119.1,DisTest_Seed36003_Strain0p3_VolumeFraction95,ALL,53421.920656589195,Martensite,0.0,0.003,0.0,540.4905,-0.019499999999993634,0.003386771750890396,0.009727389551699162,1.8700931486857668,1.72413793,0
119.2,DisTest_Seed36003_Strain0p3_VolumeFraction95,ALL,35564.26729280977,Ferrite,0.0,0.003,0.0,540.4905,-0.019499999999993634,0.0057813080403810516,0.008741689845919609,2.5212397882003104,1.7241379310344,0
